turn,family,bound,province_index,province
38,wjt,upper,16,湖北
38,ra,lower,17,湖南
38,ra,lower,18,广东
38,wjt,upper,18,广东
38,ra,lower,19,广西
38,wjt,lower,19,广西
38,ra,lower,20,海南
38,wjt,lower,20,海南
38,ra,lower,21,重庆
38,wjt,lower,21,重庆
38,ra,lower,22,四川
38,wjt,upper,22,四川
38,ra,lower,23,贵州
38,wjt,lower,23,贵州
38,ra,lower,24,云南
38,ra,lower,25,西藏
38,wjt,lower,25,西藏
38,ra,lower,26,陕西
38,ra,lower,27,甘肃
38,wjt,lower,27,甘肃
38,ra,lower,28,青海
38,wjt,lower,28,青海
38,ra,lower,29,宁夏
38,wjt,lower,29,宁夏
38,ra,lower,30,新疆
38,wjt,lower,30,新疆
39,ra,lower,0,北京
39,ra,lower,1,天津
39,wjt,lower,1,天津
39,ra,lower,2,河北
39,ra,lower,3,山西
39,wjt,lower,3,山西
39,ra,lower,4,内蒙古
39,wjt,lower,4,内蒙古
39,ra,lower,5,辽宁
39,ra,lower,6,吉林
39,wjt,lower,6,吉林
39,ra,lower,7,黑龙江
39,wjt,lower,7,黑龙江
39,ra,lower,8,上海
39,ra,lower,9,江苏
39,wjt,upper,9,江苏
39,ra,lower,10,浙江
39,wjt,upper,10,浙江
39,ra,lower,11,安徽
39,ra,lower,12,福建
39,ra,lower,13,江西
39,ra,lower,14,山东
39,wjt,upper,14,山东
39,ra,lower,15,河南
39,wjt,upper,15,河南
39,ra,lower,16,湖北
39,wjt,upper,16,湖北
39,ra,lower,17,湖南
39,ra,lower,18,广东
39,wjt,upper,18,广东
39,ra,lower,19,广西
39,wjt,lower,19,广西
39,ra,lower,20,海南
39,wjt,lower,20,海南
39,ra,lower,21,重庆
39,wjt,lower,21,重庆
39,ra,lower,22,四川
39,wjt,upper,22,四川
39,ra,lower,23,贵州
39,wjt,lower,23,贵州
39,ra,lower,24,云南
39,ra,lower,25,西藏
39,wjt,lower,25,西藏
39,ra,lower,26,陕西
39,ra,lower,27,甘肃
39,wjt,lower,27,甘肃
39,ra,lower,28,青海
39,wjt,lower,28,青海
39,ra,lower,29,宁夏
39,wjt,lower,29,宁夏
39,ra,lower,30,新疆
39,wjt,lower,30,新疆
40,ra,lower,0,北京
40,ra,lower,1,天津
40,wjt,lower,1,天津
40,ra,lower,2,河北
40,ra,lower,3,山西
40,wjt,lower,3,山西
40,ra,lower,4,内蒙古
40,wjt,lower,4,内蒙古
40,ra,lower,5,辽宁
40,ra,lower,6,吉林
40,wjt,lower,6,吉林
40,ra,lower,7,黑龙江
40,wjt,lower,7,黑龙江
40,ra,lower,8,上海
40,ra,lower,9,江苏
40,wjt,upper,9,江苏
40,ra,lower,10,浙江
40,wjt,upper,10,浙江
40,ra,lower,11,安徽
40,ra,lower,12,福建
40,ra,lower,13,江西
40,ra,lower,14,山东
40,wjt,upper,14,山东
40,ra,lower,15,河南
40,wjt,upper,15,河南
40,ra,lower,16,湖北
40,wjt,upper,16,湖北
40,ra,lower,17,湖南
40,ra,lower,18,广东
40,wjt,upper,18,广东
40,ra,lower,19,广西
40,wjt,lower,19,广西
40,ra,lower,20,海南
40,wjt,lower,20,海南
40,ra,lower,21,重庆
40,wjt,lower,21,重庆
40,ra,lower,22,四川
40,wjt,upper,22,四川
40,ra,lower,23,贵州
40,wjt,lower,23,贵州
40,ra,lower,24,云南
40,ra,lower,25,西藏
40,wjt,lower,25,西藏
40,ra,lower,26,陕西
40,ra,lower,27,甘肃
40,wjt,lower,27,甘肃
40,ra,lower,28,青海
40,wjt,lower,28,青海
40,ra,lower,29,宁夏
40,wjt,lower,29,宁夏
40,ra,lower,30,新疆
40,wjt,lower,30,新疆
41,ra,lower,0,北京
41,ra,lower,1,天津
41,wjt,lower,1,天津
41,ra,lower,2,河北
41,ra,lower,3,山西
41,wjt,lower,3,山西
41,ra,lower,4,内蒙古
41,wjt,lower,4,内蒙古
41,ra,lower,5,辽宁
41,ra,lower,6,吉林
41,wjt,lower,6,吉林
41,ra,lower,7,黑龙江
41,wjt,lower,7,黑龙江
41,ra,lower,8,上海
41,ra,lower,9,江苏
41,wjt,upper,9,江苏
41,ra,lower,10,浙江
41,wjt,upper,10,浙江
41,ra,lower,11,安徽
41,ra,lower,12,福建
41,ra,lower,13,江西
41,ra,lower,14,山东
41,wjt,upper,14,山东
41,ra,lower,15,河南
41,wjt,upper,15,河南
41,ra,lower,16,湖北
41,wjt,upper,16,湖北
41,ra,lower,17,湖南
41,ra,lower,18,广东
41,wjt,upper,18,广东
41,ra,lower,19,广西
41,wjt,lower,19,广西
41,ra,lower,20,海南
41,wjt,lower,20,海南
41,ra,lower,21,重庆
41,wjt,lower,21,重庆
41,ra,lower,22,四川
41,wjt,upper,22,四川
41,ra,lower,23,贵州
41,wjt,lower,23,贵州
41,ra,lower,24,云南
41,ra,lower,25,西藏
41,wjt,lower,25,西藏
41,ra,lower,26,陕西
41,ra,lower,27,甘肃
41,wjt,lower,27,甘肃
41,ra,lower,28,青海
41,wjt,lower,28,青海
41,ra,lower,29,宁夏
41,wjt,lower,29,宁夏
41,ra,lower,30,新疆
41,wjt,lower,30,新疆
42,ra,lower,0,北京
42,ra,lower,1,天津
42,wjt,lower,1,天津
42,ra,lower,2,河北
42,ra,lower,3,山西
42,wjt,lower,3,山西
42,ra,lower,4,内蒙古
42,wjt,lower,4,内蒙古
42,ra,lower,5,辽宁
42,ra,lower,6,吉林
42,wjt,lower,6,吉林
42,ra,lower,7,黑龙江
42,wjt,lower,7,黑龙江
42,ra,lower,8,上海
42,ra,lower,9,江苏
42,wjt,upper,9,江苏
42,ra,lower,10,浙江
42,wjt,upper,10,浙江
42,ra,lower,11,安徽
42,ra,lower,12,福建
42,ra,lower,13,江西
42,ra,lower,14,山东
42,wjt,upper,14,山东
42,ra,lower,15,河南
42,wjt,upper,15,河南
42,ra,lower,16,湖北
42,wjt,upper,16,湖北
42,ra,lower,17,湖南
42,ra,lower,18,广东
42,wjt,upper,18,广东
42,ra,lower,19,广西
42,wjt,lower,19,广西
42,ra,lower,20,海南
42,wjt,lower,20,海南
42,ra,lower,21,重庆
42,wjt,lower,21,重庆
42,ra,lower,22,四川
42,wjt,upper,22,四川
42,ra,lower,23,贵州
42,wjt,lower,23,贵州
42,ra,lower,24,云南
42,ra,lower,25,西藏
42,wjt,lower,25,西藏
42,ra,lower,26,陕西
42,ra,lower,27,甘肃
42,wjt,lower,27,甘肃
42,ra,lower,28,青海
42,wjt,lower,28,青海
42,ra,lower,29,宁夏
42,wjt,lower,29,宁夏
42,ra,lower,30,新疆
42,wjt,lower,30,新疆
43,ra,lower,0,北京
43,ra,lower,1,天津
43,wjt,lower,1,天津
43,ra,lower,2,河北
43,ra,lower,3,山西
43,wjt,lower,3,山西
43,ra,lower,4,内蒙古
43,wjt,lower,4,内蒙古
43,ra,lower,5,辽宁
43,ra,lower,6,吉林
43,wjt,lower,6,吉林
43,ra,lower,7,黑龙江
43,wjt,lower,7,黑龙江
43,ra,lower,8,上海
43,ra,lower,9,江苏
43,wjt,upper,9,江苏
43,ra,lower,10,浙江
43,wjt,upper,10,浙江
43,ra,lower,11,安徽
43,ra,lower,12,福建
43,ra,lower,13,江西
43,ra,lower,14,山东
43,wjt,upper,14,山东
43,ra,lower,15,河南
43,wjt,upper,15,河南
43,ra,lower,16,湖北
43,wjt,upper,16,湖北
43,ra,lower,17,湖南
43,ra,lower,18,广东
43,wjt,upper,18,广东
43,ra,lower,19,广西
43,wjt,lower,19,广西
43,ra,lower,20,海南
43,wjt,lower,20,海南
43,ra,lower,21,重庆
43,wjt,lower,21,重庆
43,ra,lower,22,四川
43,wjt,upper,22,四川
43,ra,lower,23,贵州
43,wjt,lower,23,贵州
43,ra,lower,24,云南
43,ra,lower,25,西藏
43,wjt,lower,25,西藏
43,ra,lower,26,陕西
43,ra,lower,27,甘肃
43,wjt,lower,27,甘肃
43,ra,lower,28,青海
43,wjt,lower,28,青海
43,ra,lower,29,宁夏
43,wjt,lower,29,宁夏
43,ra,lower,30,新疆
43,wjt,lower,30,新疆
44,ra,lower,0,北京
44,ra,lower,1,天津
44,wjt,lower,1,天津
44,ra,lower,2,河北
44,ra,lower,3,山西
44,wjt,lower,3,山西
44,ra,lower,4,内蒙古
44,wjt,lower,4,内蒙古
44,ra,lower,5,辽宁
44,ra,lower,6,吉林
44,wjt,lower,6,吉林
44,ra,lower,7,黑龙江
44,wjt,lower,7,黑龙江
44,ra,lower,8,上海
44,ra,lower,9,江苏
44,wjt,upper,9,江苏
44,ra,lower,10,浙江
44,wjt,upper,10,浙江
44,ra,lower,11,安徽
44,ra,lower,12,福建
44,ra,lower,13,江西
44,ra,lower,14,山东
44,wjt,upper,14,山东
44,ra,lower,15,河南
44,wjt,upper,15,河南
44,ra,lower,16,湖北
44,wjt,upper,16,湖北
44,ra,lower,17,湖南
44,ra,lower,18,广东
44,wjt,upper,18,广东
44,ra,lower,19,广西
44,wjt,lower,19,广西
44,ra,lower,20,海南
44,wjt,lower,20,海南
44,ra,lower,21,重庆
44,wjt,lower,21,重庆
44,ra,lower,22,四川
44,wjt,upper,22,四川
44,ra,lower,23,贵州
44,wjt,lower,23,贵州
44,ra,lower,24,云南
44,ra,lower,25,西藏
44,wjt,lower,25,西藏
44,ra,lower,26,陕西
44,ra,lower,27,甘肃
44,wjt,lower,27,甘肃
44,ra,lower,28,青海
44,wjt,lower,28,青海
44,ra,lower,29,宁夏
44,wjt,lower,29,宁夏
44,ra,lower,30,新疆
44,wjt,lower,30,新疆
45,ra,lower,0,北京
45,ra,lower,1,天津
45,wjt,lower,1,天津
45,ra,lower,2,河北
45,ra,lower,3,山西
45,wjt,lower,3,山西
45,ra,lower,4,内蒙古
45,wjt,lower,4,内蒙古
45,ra,lower,5,辽宁
45,ra,lower,6,吉林
45,wjt,lower,6,吉林
45,ra,lower,7,黑龙江
45,wjt,lower,7,黑龙江
45,ra,lower,8,上海
45,ra,lower,9,江苏
45,wjt,upper,9,江苏
45,ra,lower,10,浙江
45,wjt,upper,10,浙江
45,ra,lower,11,安徽
45,ra,lower,12,福建
45,ra,lower,13,江西
45,ra,lower,14,山东
45,wjt,upper,14,山东
45,ra,lower,15,河南
45,wjt,upper,15,河南
45,ra,lower,16,湖北
45,wjt,upper,16,湖北
45,ra,lower,17,湖南
45,ra,lower,18,广东
45,wjt,upper,18,广东
45,ra,lower,19,广西
45,wjt,lower,19,广西
45,ra,lower,20,海南
45,wjt,lower,20,海南
45,ra,lower,21,重庆
45,wjt,lower,21,重庆
45,ra,lower,22,四川
45,wjt,upper,22,四川
45,ra,lower,23,贵州
45,wjt,lower,23,贵州
45,ra,lower,24,云南
45,ra,lower,25,西藏
45,wjt,lower,25,西藏
45,ra,lower,26,陕西
45,ra,lower,27,甘肃
45,wjt,lower,27,甘肃
45,ra,lower,28,青海
45,wjt,lower,28,青海
45,ra,lower,29,宁夏
45,wjt,lower,29,宁夏
45,ra,lower,30,新疆
45,wjt,lower,30,新疆
46,ra,lower,0,北京
46,ra,lower,1,天津
46,wjt,lower,1,天津
46,ra,lower,2,河北
46,ra,lower,3,山西
46,wjt,lower,3,山西
46,ra,lower,4,内蒙古
46,wjt,lower,4,内蒙古
46,ra,lower,5,辽宁
46,ra,lower,6,吉林
46,wjt,lower,6,吉林
46,ra,lower,7,黑龙江
46,wjt,lower,7,黑龙江
46,ra,lower,8,上海
46,ra,lower,9,江苏
46,wjt,upper,9,江苏
46,ra,lower,10,浙江
46,wjt,upper,10,浙江
46,ra,lower,11,安徽
46,ra,lower,12,福建
46,ra,lower,13,江西
46,ra,lower,14,山东
46,wjt,upper,14,山东
46,ra,lower,15,河南
46,wjt,upper,15,河南
46,ra,lower,16,湖北
46,wjt,upper,16,湖北
46,ra,lower,17,湖南
46,ra,lower,18,广东
46,wjt,upper,18,广东
46,ra,lower,19,广西
46,wjt,lower,19,广西
46,ra,lower,20,海南
46,wjt,lower,20,海南
46,ra,lower,21,重庆
46,wjt,lower,21,重庆
46,ra,lower,22,四川
46,wjt,upper,22,四川
46,ra,lower,23,贵州
46,wjt,lower,23,贵州
46,ra,lower,24,云南
46,ra,lower,25,西藏
46,wjt,lower,25,西藏
46,ra,lower,26,陕西
46,ra,lower,27,甘肃
46,wjt,lower,27,甘肃
46,ra,lower,28,青海
46,wjt,lower,28,青海
46,ra,lower,29,宁夏
46,wjt,lower,29,宁夏
46,ra,lower,30,新疆
46,wjt,lower,30,新疆
47,ra,lower,0,北京
47,ra,lower,1,天津
47,wjt,lower,1,天津
47,ra,lower,2,河北
47,ra,lower,3,山西
47,wjt,lower,3,山西
47,ra,lower,4,内蒙古
47,wjt,lower,4,内蒙古
47,ra,lower,5,辽宁
47,ra,lower,6,吉林
47,wjt,lower,6,吉林
47,ra,lower,7,黑龙江
47,wjt,lower,7,黑龙江
47,ra,lower,8,上海
47,ra,lower,9,江苏
47,wjt,upper,9,江苏
47,ra,lower,10,浙江
47,wjt,upper,10,浙江
47,ra,lower,11,安徽
47,ra,lower,12,福建
47,ra,lower,13,江西
47,ra,lower,14,山东
47,wjt,upper,14,山东
47,ra,lower,15,河南
47,wjt,upper,15,河南
47,ra,lower,16,湖北
47,wjt,upper,16,湖北
47,ra,lower,17,湖南
47,ra,lower,18,广东
47,wjt,upper,18,广东
47,ra,lower,19,广西
47,wjt,lower,19,广西
47,ra,lower,20,海南
47,wjt,lower,20,海南
47,ra,lower,21,重庆
47,wjt,lower,21,重庆
47,ra,lower,22,四川
47,wjt,upper,22,四川
47,ra,lower,23,贵州
47,wjt,lower,23,贵州
47,ra,lower,24,云南
47,ra,lower,25,西藏
47,wjt,lower,25,西藏
47,ra,lower,26,陕西
47,ra,lower,27,甘肃
47,wjt,lower,27,甘肃
47,ra,lower,28,青海
47,wjt,lower,28,青海
47,ra,lower,29,宁夏
47,wjt,lower,29,宁夏
47,ra,lower,30,新疆
47,wjt,lower,30,新疆
48,ra,lower,0,北京
48,ra,lower,1,天津
48,wjt,lower,1,天津
48,ra,lower,2,河北
48,ra,lower,3,山西
48,wjt,lower,3,山西
48,ra,lower,4,内蒙古
48,wjt,lower,4,内蒙古
48,ra,lower,5,辽宁
48,ra,lower,6,吉林
48,wjt,lower,6,吉林
48,ra,lower,7,黑龙江
48,wjt,lower,7,黑龙江
48,ra,lower,8,上海
48,ra,lower,9,江苏
48,wjt,upper,9,江苏
48,ra,lower,10,浙江
48,wjt,upper,10,浙江
48,ra,lower,11,安徽
48,ra,lower,12,福建
48,ra,lower,13,江西
48,ra,lower,14,山东
48,wjt,upper,14,山东
48,ra,lower,15,河南
48,wjt,upper,15,河南
48,ra,lower,16,湖北
48,wjt,upper,16,湖北
48,ra,lower,17,湖南
48,ra,lower,18,广东
48,wjt,upper,18,广东
48,ra,lower,19,广西
48,wjt,lower,19,广西
48,ra,lower,20,海南
48,wjt,lower,20,海南
48,ra,lower,21,重庆
48,wjt,lower,21,重庆
48,ra,lower,22,四川
48,wjt,upper,22,四川
48,ra,lower,23,贵州
48,wjt,lower,23,贵州
48,ra,lower,24,云南
48,ra,lower,25,西藏
48,wjt,lower,25,西藏
48,ra,lower,26,陕西
48,ra,lower,27,甘肃
48,wjt,lower,27,甘肃
48,ra,lower,28,青海
48,wjt,lower,28,青海
48,ra,lower,29,宁夏
48,wjt,lower,29,宁夏
48,ra,lower,30,新疆
48,wjt,lower,30,新疆
49,ra,lower,0,北京
49,ra,lower,1,天津
49,wjt,lower,1,天津
49,ra,lower,2,河北
49,ra,lower,3,山西
49,wjt,lower,3,山西
49,ra,lower,4,内蒙古
49,wjt,lower,4,内蒙古
49,ra,lower,5,辽宁
49,ra,lower,6,吉林
49,wjt,lower,6,吉林
49,ra,lower,7,黑龙江
49,wjt,lower,7,黑龙江
49,ra,lower,8,上海
49,ra,lower,9,江苏
49,wjt,upper,9,江苏
49,ra,lower,10,浙江
49,wjt,upper,10,浙江
49,ra,lower,11,安徽
49,ra,lower,12,福建
49,ra,lower,13,江西
49,ra,lower,14,山东
49,wjt,upper,14,山东
49,ra,lower,15,河南
49,wjt,upper,15,河南
49,ra,lower,16,湖北
49,wjt,upper,16,湖北
49,ra,lower,17,湖南
49,ra,lower,18,广东
49,wjt,upper,18,广东
49,ra,lower,19,广西
49,wjt,lower,19,广西
49,ra,lower,20,海南
49,wjt,lower,20,海南
49,ra,lower,21,重庆
49,wjt,lower,21,重庆
49,ra,lower,22,四川
49,wjt,upper,22,四川
49,ra,lower,23,贵州
49,wjt,lower,23,贵州
49,ra,lower,24,云南
49,ra,lower,25,西藏
49,wjt,lower,25,西藏
49,ra,lower,26,陕西
49,ra,lower,27,甘肃
49,wjt,lower,27,甘肃
49,ra,lower,28,青海
49,wjt,lower,28,青海
49,ra,lower,29,宁夏
49,wjt,lower,29,宁夏
49,ra,lower,30,新疆
49,wjt,lower,30,新疆
50,ra,lower,0,北京
50,ra,lower,1,天津
50,wjt,lower,1,天津
50,ra,lower,2,河北
50,ra,lower,3,山西
50,wjt,lower,3,山西
50,ra,lower,4,内蒙古
50,wjt,lower,4,内蒙古
50,ra,lower,5,辽宁
50,ra,lower,6,吉林
50,wjt,lower,6,吉林
50,ra,lower,7,黑龙江
50,wjt,lower,7,黑龙江
50,ra,lower,8,上海
50,ra,lower,9,江苏
50,wjt,upper,9,江苏
50,ra,lower,10,浙江
50,wjt,upper,10,浙江
50,ra,lower,11,安徽
50,ra,lower,12,福建
50,ra,lower,13,江西
50,ra,lower,14,山东
50,wjt,upper,14,山东
50,ra,lower,15,河南
50,wjt,upper,15,河南
50,ra,lower,16,湖北
50,wjt,upper,16,湖北
50,ra,lower,17,湖南
50,ra,lower,18,广东
50,wjt,upper,18,广东
50,ra,lower,19,广西
50,wjt,lower,19,广西
50,ra,lower,20,海南
50,wjt,lower,20,海南
50,ra,lower,21,重庆
50,wjt,lower,21,重庆
50,ra,lower,22,四川
50,wjt,upper,22,四川
50,ra,lower,23,贵州
50,wjt,lower,23,贵州
50,ra,lower,24,云南
50,ra,lower,25,西藏
50,wjt,lower,25,西藏
50,ra,lower,26,陕西
50,ra,lower,27,甘肃
50,wjt,lower,27,甘肃
50,ra,lower,28,青海
50,wjt,lower,28,青海
50,ra,lower,29,宁夏
50,wjt,lower,29,宁夏
50,ra,lower,30,新疆
50,wjt,lower,30,新疆
51,ra,lower,0,北京
51,ra,lower,1,天津
51,wjt,lower,1,天津
51,ra,lower,2,河北
51,ra,lower,3,山西
51,wjt,lower,3,山西
51,ra,lower,4,内蒙古
51,wjt,lower,4,内蒙古
51,ra,lower,5,辽宁
51,ra,lower,6,吉林
51,wjt,lower,6,吉林
51,ra,lower,7,黑龙江
51,wjt,lower,7,黑龙江
51,ra,lower,8,上海
51,ra,lower,9,江苏
51,wjt,upper,9,江苏
51,ra,lower,10,浙江
51,wjt,upper,10,浙江
51,ra,lower,11,安徽
51,ra,lower,12,福建
51,ra,lower,13,江西
51,ra,lower,14,山东
51,wjt,upper,14,山东
51,ra,lower,15,河南
51,wjt,upper,15,河南
51,ra,lower,16,湖北
51,wjt,upper,16,湖北
51,ra,lower,17,湖南
51,ra,lower,18,广东
51,wjt,upper,18,广东
51,ra,lower,19,广西
51,wjt,lower,19,广西
51,ra,lower,20,海南
51,wjt,lower,20,海南
51,ra,lower,21,重庆
51,wjt,lower,21,重庆
51,ra,lower,22,四川
51,wjt,upper,22,四川
51,ra,lower,23,贵州
51,wjt,lower,23,贵州
51,ra,lower,24,云南
51,ra,lower,25,西藏
51,wjt,lower,25,西藏
51,ra,lower,26,陕西
51,ra,lower,27,甘肃
51,wjt,lower,27,甘肃
51,ra,lower,28,青海
51,wjt,lower,28,青海
51,ra,lower,29,宁夏
51,wjt,lower,29,宁夏
51,ra,lower,30,新疆
51,wjt,lower,30,新疆
52,ra,lower,0,北京
52,ra,lower,1,天津
52,wjt,lower,1,天津
52,ra,lower,2,河北
52,ra,lower,3,山西
52,wjt,lower,3,山西
52,ra,lower,4,内蒙古
52,wjt,lower,4,内蒙古
52,ra,lower,5,辽宁
52,ra,lower,6,吉林
52,wjt,lower,6,吉林
52,ra,lower,7,黑龙江
52,wjt,lower,7,黑龙江
52,ra,lower,8,上海
52,ra,lower,9,江苏
52,wjt,upper,9,江苏
52,ra,lower,10,浙江
52,wjt,upper,10,浙江
52,ra,lower,11,安徽
52,ra,lower,12,福建
52,ra,lower,13,江西
52,ra,lower,14,山东
52,wjt,upper,14,山东
52,ra,lower,15,河南
52,wjt,upper,15,河南
52,ra,lower,16,湖北
52,wjt,upper,16,湖北
52,ra,lower,17,湖南
52,ra,lower,18,广东
52,wjt,upper,18,广东
52,ra,lower,19,广西
52,wjt,lower,19,广西
52,ra,lower,20,海南
52,wjt,lower,20,海南
52,ra,lower,21,重庆
52,wjt,lower,21,重庆
52,ra,lower,22,四川
52,wjt,upper,22,四川
52,ra,lower,23,贵州
52,wjt,lower,23,贵州
52,ra,lower,24,云南
52,ra,lower,25,西藏
52,wjt,lower,25,西藏
52,ra,lower,26,陕西
52,ra,lower,27,甘肃
52,wjt,lower,27,甘肃
52,ra,lower,28,青海
52,wjt,lower,28,青海
52,ra,lower,29,宁夏
52,wjt,lower,29,宁夏
52,ra,lower,30,新疆
52,wjt,lower,30,新疆
53,ra,lower,0,北京
53,ra,lower,1,天津
53,wjt,lower,1,天津
53,ra,lower,2,河北
53,ra,lower,3,山西
53,wjt,lower,3,山西
53,ra,lower,4,内蒙古
53,wjt,lower,4,内蒙古
53,ra,lower,5,辽宁
53,ra,lower,6,吉林
53,wjt,lower,6,吉林
53,ra,lower,7,黑龙江
53,wjt,lower,7,黑龙江
53,ra,lower,8,上海
53,ra,lower,9,江苏
53,wjt,upper,9,江苏
53,ra,lower,10,浙江
53,wjt,upper,10,浙江
53,ra,lower,11,安徽
53,ra,lower,12,福建
53,ra,lower,13,江西
53,ra,lower,14,山东
53,wjt,upper,14,山东
53,ra,lower,15,河南
53,wjt,upper,15,河南
53,ra,lower,16,湖北
53,wjt,upper,16,湖北
53,ra,lower,17,湖南
53,ra,lower,18,广东
53,wjt,upper,18,广东
53,ra,lower,19,广西
53,wjt,lower,19,广西
53,ra,lower,20,海南
53,wjt,lower,20,海南
53,ra,lower,21,重庆
53,wjt,lower,21,重庆
53,ra,lower,22,四川
53,wjt,upper,22,四川
53,ra,lower,23,贵州
53,wjt,lower,23,贵州
53,ra,lower,24,云南
53,ra,lower,25,西藏
53,wjt,lower,25,西藏
53,ra,lower,26,陕西
53,ra,lower,27,甘肃
53,wjt,lower,27,甘肃
53,ra,lower,28,青海
53,wjt,lower,28,青海
53,ra,lower,29,宁夏
53,wjt,lower,29,宁夏
53,ra,lower,30,新疆
53,wjt,lower,30,新疆
54,ra,lower,0,北京
54,ra,lower,1,天津
54,wjt,lower,1,天津
54,ra,lower,2,河北
54,ra,lower,3,山西
54,wjt,lower,3,山西
54,ra,lower,4,内蒙古
54,wjt,lower,4,内蒙古
54,ra,lower,5,辽宁
54,ra,lower,6,吉林
54,wjt,lower,6,吉林
54,ra,lower,7,黑龙江
54,wjt,lower,7,黑龙江
54,ra,lower,8,上海
54,ra,lower,9,江苏
54,wjt,upper,9,江苏
54,ra,lower,10,浙江
54,wjt,upper,10,浙江
54,ra,lower,11,安徽
54,ra,lower,12,福建
54,ra,lower,13,江西
54,ra,lower,14,山东
54,wjt,upper,14,山东
54,ra,lower,15,河南
54,wjt,upper,15,河南
54,ra,lower,16,湖北
54,wjt,upper,16,湖北
54,ra,lower,17,湖南
54,ra,lower,18,广东
54,wjt,upper,18,广东
54,ra,lower,19,广西
54,wjt,lower,19,广西
54,ra,lower,20,海南
54,wjt,lower,20,海南
54,ra,lower,21,重庆
54,wjt,lower,21,重庆
54,ra,lower,22,四川
54,wjt,upper,22,四川
54,ra,lower,23,贵州
54,wjt,lower,23,贵州
54,ra,lower,24,云南
54,ra,lower,25,西藏
54,wjt,lower,25,西藏
54,ra,lower,26,陕西
54,ra,lower,27,甘肃
54,wjt,lower,27,甘肃
54,ra,lower,28,青海
54,wjt,lower,28,青海
54,ra,lower,29,宁夏
54,wjt,lower,29,宁夏
54,ra,lower,30,新疆
54,wjt,lower,30,新疆
55,ra,lower,0,北京
55,ra,lower,1,天津
55,wjt,lower,1,天津
55,ra,lower,2,河北
55,ra,lower,3,山西
55,wjt,lower,3,山西
55,ra,lower,4,内蒙古
55,wjt,lower,4,内蒙古
55,ra,lower,5,辽宁
55,ra,lower,6,吉林
55,wjt,lower,6,吉林
55,ra,lower,7,黑龙江
55,wjt,lower,7,黑龙江
55,ra,lower,8,上海
55,ra,lower,9,江苏
55,wjt,upper,9,江苏
55,ra,lower,10,浙江
55,wjt,upper,10,浙江
55,ra,lower,11,安徽
55,ra,lower,12,福建
55,ra,lower,13,江西
55,ra,lower,14,山东
55,wjt,upper,14,山东
55,ra,lower,15,河南
55,wjt,upper,15,河南
55,ra,lower,16,湖北
55,wjt,upper,16,湖北
55,ra,lower,17,湖南
55,ra,lower,18,广东
55,wjt,upper,18,广东
55,ra,lower,19,广西
55,wjt,lower,19,广西
55,ra,lower,20,海南
55,wjt,lower,20,海南
55,ra,lower,21,重庆
55,wjt,lower,21,重庆
55,ra,lower,22,四川
55,wjt,upper,22,四川
55,ra,lower,23,贵州
55,wjt,lower,23,贵州
55,ra,lower,24,云南
55,ra,lower,25,西藏
55,wjt,lower,25,西藏
55,ra,lower,26,陕西
55,ra,lower,27,甘肃
55,wjt,lower,27,甘肃
55,ra,lower,28,青海
55,wjt,lower,28,青海
55,ra,lower,29,宁夏
55,wjt,lower,29,宁夏
55,ra,lower,30,新疆
55,wjt,lower,30,新疆
56,ra,lower,0,北京
56,ra,lower,1,天津
56,wjt,lower,1,天津
56,ra,lower,2,河北
56,ra,lower,3,山西
56,wjt,lower,3,山西
56,ra,lower,4,内蒙古
56,wjt,lower,4,内蒙古
56,ra,lower,5,辽宁
56,ra,lower,6,吉林
56,wjt,lower,6,吉林
56,ra,lower,7,黑龙江
56,wjt,lower,7,黑龙江
56,ra,lower,8,上海
56,ra,lower,9,江苏
56,wjt,upper,9,江苏
56,ra,lower,10,浙江
56,wjt,upper,10,浙江
56,ra,lower,11,安徽
56,ra,lower,12,福建
56,ra,lower,13,江西
56,ra,lower,14,山东
56,wjt,upper,14,山东
56,ra,lower,15,河南
56,wjt,upper,15,河南
56,ra,lower,16,湖北
56,wjt,upper,16,湖北
56,ra,lower,17,湖南
56,ra,lower,18,广东
56,wjt,upper,18,广东
56,ra,lower,19,广西
56,wjt,lower,19,广西
56,ra,lower,20,海南
56,wjt,lower,20,海南
56,ra,lower,21,重庆
56,wjt,lower,21,重庆
56,ra,lower,22,四川
56,wjt,upper,22,四川
56,ra,lower,23,贵州
56,wjt,lower,23,贵州
56,ra,lower,24,云南
56,ra,lower,25,西藏
56,wjt,lower,25,西藏
56,ra,lower,26,陕西
56,ra,lower,27,甘肃
56,wjt,lower,27,甘肃
56,ra,lower,28,青海
56,wjt,lower,28,青海
56,ra,lower,29,宁夏
56,wjt,lower,29,宁夏
56,ra,lower,30,新疆
56,wjt,lower,30,新疆
57,ra,lower,0,北京
57,ra,lower,1,天津
57,wjt,lower,1,天津
57,ra,lower,2,河北
57,ra,lower,3,山西
57,wjt,lower,3,山西
57,ra,lower,4,内蒙古
57,wjt,lower,4,内蒙古
57,ra,lower,5,辽宁
57,ra,lower,6,吉林
57,wjt,lower,6,吉林
57,ra,lower,7,黑龙江
57,wjt,lower,7,黑龙江
57,ra,lower,8,上海
57,ra,lower,9,江苏
57,wjt,upper,9,江苏
57,ra,lower,10,浙江
57,wjt,upper,10,浙江
57,ra,lower,11,安徽
57,ra,lower,12,福建
57,ra,lower,13,江西
57,ra,lower,14,山东
57,wjt,upper,14,山东
