turn,ra_lower_hit_count,ra_upper_hit_count,wjt_lower_hit_count,wjt_upper_hit_count,ra_lower_hit_provinces,ra_upper_hit_provinces,wjt_lower_hit_provinces,wjt_upper_hit_provinces,household_convergence_count,max_abs_kn_gap,max_abs_y_y_prev_gap,max_abs_y_y0_gap,source_converged,zt_adjusted_count,kfe_diagnostic_only_count,kfe_upper_b_leak_cells,hjb_negative_offdiagonals,govinv_decrease_count,govinv_increase_count,govinv_hold_count,raw_ra_min,raw_ra_median,raw_ra_max,used_ra_min,used_ra_median,used_ra_max,raw_wjt_min,raw_wjt_median,raw_wjt_max,used_wjt_min,used_wjt_median,used_wjt_max,household_rah_min,household_rah_median,household_rah_max,household_w_min,household_w_median,household_w_max,At_min,At_median,At_max,Bt_min,Bt_median,Bt_max,Lt_min,Lt_median,Lt_max,Ct_min,Ct_median,Ct_max,GovInv_min,GovInv_median,GovInv_max
52,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.1191325767946565,4.71682650275973e-05,0.07824598689853468,False,0,31,620,589,0,0,31,-0.024852409246898795,-0.024766361967938025,-0.024290027002008073,0.02,0.02,0.02,0.05562952326574731,0.8454860745991177,3.484084635138475,0.8,0.8454860745991177,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404082278093444,13.830055276402357,14.690900809405386,0.0057650675802815975,0.011113958719735972,0.014027607647478301,1.8101165554797571,1.8579760243626828,1.872155670053601,0.7122401381858048,0.7183400496534578,0.7478028641904759,7.501531455332724,9.547230742698984,10.048829519241135,5498479426.535603,61155209260.26289,200422482237.19952
53,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141806923995418,4.715573078550861e-05,0.07820252801863947,False,31,31,620,589,31,0,0,-0.02485239548132764,-0.024766340176305593,-0.024290015113528046,0.02,0.02,0.02,0.05571121630618931,0.8469505718583134,3.489225645936684,0.8,0.8469505718583134,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398306268932087,13.82148253740847,14.681841040436371,0.005762320707637069,0.011108967328242618,0.014021260446514881,1.8100354749064616,1.8579030437598014,1.8720807551435341,0.7123023505764117,0.7184030669520856,0.7478613231178461,7.498007593541734,9.542212014848216,10.043571494941903,5498479426.535603,61155209260.26289,200422482237.19952
54,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913278385635384,4.7170893175185746e-05,0.07824600292485762,False,0,31,620,589,0,0,31,-0.024836010263299173,-0.024740402156114928,-0.02421114075074791,0.02,0.02,0.02,0.05562977795945952,0.8454897660444918,3.4841238959376954,0.8,0.8454897660444918,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404102890115267,13.83008621412088,14.69093362426473,0.005765077618318496,0.011113976814291413,0.014027630389960674,1.8101168515635344,1.857976293229232,1.872155940112408,0.7122399129285766,0.7183398223132542,0.7478026556415771,7.501544029926974,9.547248853715747,10.048848563174243,4948631483.882043,55039688334.2366,180380234013.47958
55,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.051418034976349114,4.71567187843025e-05,0.07820254392441273,False,31,31,620,589,31,0,0,-0.024835994966553723,-0.024740377939130562,-0.024211127509029266,0.02,0.02,0.02,0.05571149397586949,0.8469546746981571,3.4892688881098923,0.8,0.8469546746981571,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398326746662798,13.821513268921509,14.681873634983436,0.005762330683039634,0.011108985310486989,0.014021283053873863,1.8100357695653972,1.8579033113570638,1.8720810239927985,0.7123021266758267,0.718402840969347,0.7478611157986567,7.498020087219595,9.542230006761441,10.043590412699151,4948631483.882043,55039688334.2366,180380234013.47958
56,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913301392547038,4.717381309193858e-05,0.07824602073210296,False,0,31,620,589,0,0,31,-0.024817789167822693,-0.024711557913605263,-0.02412348927539385,0.02,0.02,0.02,0.055630060955465556,0.8454938676953703,3.48416752005759,0.8,0.8454938676953703,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404125792748422,13.830120589947303,14.690970085844569,0.005765088771840943,0.011113996920056175,0.01402765565923586,1.810117180548312,1.8579765919695599,1.8721562401768956,0.7122396626391507,0.718339569709416,0.747802423917211,7.501558001929968,9.547268977402435,10.048869723455315,4453768335.493838,49535719500.81294,162342210612.13162
57,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141799690339821,4.715781619935022e-05,0.07820256159805394,False,31,31,620,589,31,0,0,-0.024817772169381642,-0.024711531000833255,-0.024123474522498033,0.02,0.02,0.02,0.05571180250104517,0.8469592334585756,3.489316936090921,0.8,0.8469592334585756,1.3,0.014542152579213808,0.0184420457528848,0.02,10.39834950012536,13.821547415693901,14.681909851839418,0.00576234176700301,0.011109005291178864,0.014021308173195099,1.8100360969675493,1.8579036086883987,1.8720813227146258,0.7123018778932988,0.7184025898733262,0.7478608854401978,7.49803396934116,9.542249998147978,10.043611432824276,4453768335.493838,49535719500.81294,162342210612.13162
58,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913326955851522,4.7177057139191625e-05,0.07824604051820372,False,0,31,620,589,0,0,31,-0.024797543502987057,-0.024679508746433067,-0.02402609864219971,0.02,0.02,0.02,0.0556303753991669,0.8454984251406789,3.484215992548444,0.8,0.8454984251406789,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404151240596004,13.830158786030541,14.691010599482691,0.005765101164610629,0.011114019259519362,0.01402768373692115,1.810117546087723,1.8579769239082797,1.8721565735931398,0.7122393845353099,0.7183392890340086,0.7478021664415272,7.501573526663876,9.54729133746781,10.048893235317736,4008391501.9444547,44582147550.73165,146107989550.91846
59,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141795459730636,4.715903510321695e-05,0.07820258123612611,False,31,31,620,589,31,0,0,-0.024797524613290635,-0.02467947883716598,-0.02402608220086058,0.02,0.02,0.02,0.05571214531088102,0.8469642988090179,3.4893703241216323,0.8,0.8469642988090179,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398374782279392,13.821585357350674,14.681950093645568,0.005762354082776222,0.011109027492411383,0.014021336084097825,1.8100364607530908,1.857903939062,1.8720816546343306,0.7123016014632029,0.7184023108726914,0.7478606294816642,7.498049394238169,9.542272211258897,10.043634789006429,4008391501.9444547,44582147550.73165,146107989550.91846
60,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.1191335535960899,4.718066125819487e-05,0.07824606250309518,False,0,31,620,589,0,0,31,-0.024775048315891755,-0.02464389854978708,-0.023917886697875455,0.02,0.02,0.02,0.0556307247856186,0.8455034890372469,3.484269852410592,0.8,0.8455034890372469,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404179516571618,13.83020122701261,14.69105561558884,0.005765114935137728,0.011114044082295431,0.014027714935297881,1.8101179522542046,1.8579772927320584,1.8721569440521144,0.7122390755255196,0.7183389771669422,0.7478018803523013,7.501590776721256,9.547316182495065,10.048919360151197,3607552351.750009,40123932795.658485,131497190595.82661
61,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.051417907587065104,4.7160388888745075e-05,0.07820260305706028,False,31,31,620,589,31,0,0,-0.02477502732420484,-0.024643865309629823,-0.023917868368934118,0.02,0.02,0.02,0.05571252621574203,0.8469699270515954,3.489429645865857,0.8,0.8469699270515954,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398402874214701,13.821627515732974,14.681994807819175,0.005762367767402346,0.01110905216053542,0.014021367097128236,1.8100368649665972,1.8579043061421217,1.8720820234386424,0.7123012943124003,0.718402000865749,0.7478603450775007,7.498066533404646,9.542296893060122,10.043660740921839,3607552351.750009,40123932795.658485,131497190595.82661
62,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913386919445434,4.718466536934862e-05,0.07824608693116697,False,0,31,620,589,0,0,31,-0.024750053658693715,-0.024604331651168935,-0.023797651044094325,0.02,0.02,0.02,0.055631112998418566,0.8455091156734975,3.4843296986019157,0.8,0.8455091156734975,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404210935049997,13.830248384757654,14.691105634660756,0.005765130235650203,0.011114071663347082,0.014027749600759636,1.8101184035509368,1.8579777025446012,1.8721573556844355,0.7122387321744879,0.718338630641165,0.7478015624690431,7.501609943887635,9.547343788711066,10.048948388412992,3246797116.5750084,36111539516.092636,118347471536.24396
63,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141785534917531,4.71618924153816e-05,0.0782026273035984,False,31,31,620,589,31,0,0,-0.02475003033072651,-0.024604294708231056,-0.02379763060355079,0.02,0.02,0.02,0.05571294944959201,0.8469761807475726,3.4894955610263247,0.8,0.8469761807475726,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398434088282434,13.821674359597193,14.682044491537644,0.005762382972835043,0.011109079570564402,0.014021401556804548,1.81003731409908,1.857904714022802,1.872082433224992,0.7123009530260237,0.7184016564058919,0.7478600290657204,7.498085577407004,9.542324317983544,10.04368957712639,3246797116.5750084,36111539516.092636,118347471536.24396
64,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913421986061135,4.718911380774404e-05,0.07824611407398097,False,0,31,620,589,0,0,31,-0.024722281811350253,-0.024560368413869483,-0.023664055675575987,0.02,0.02,0.02,0.055631544352926623,0.8455153675958854,3.4843961967159047,0.8,0.8455153675958854,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404245845368859,13.830300783608145,14.69116121285948,0.005765147236952664,0.01111410230970276,0.014027788118209747,1.8101189050035513,1.8579781578931422,1.8721578130590328,0.712238350664916,0.7183382456041212,0.747801209257599,7.501631241277294,9.547374463062265,10.048980642863294,2922117404.9175076,32500385564.48337,106512724382.61957
65,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141779730178209,4.7163562160390526e-05,0.07820265424549877,False,31,31,620,589,31,0,0,-0.024722255886608323,-0.024560327354519178,-0.023664032871192033,0.02,0.02,0.02,0.05571341971711267,0.8469831294136158,3.4895688027002207,0.8,0.8469831294136158,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398468771575365,13.821726409838,14.682099697278417,0.005762399868016207,0.011109110026684382,0.01402143984624005,1.8100378131417763,1.8579051672286115,1.872082888551123,0.712300573809407,0.7184012736632093,0.7478596779326904,7.498106738007182,9.542354790984781,10.043721618271176,2922117404.9175076,32500385564.48337,106512724382.61957
66,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913460949129184,4.719405580722036e-05,0.0782461442332949,False,0,31,620,589,0,0,31,-0.024691424195768162,-0.02451152035191576,-0.02351561613319364,0.02,0.02,0.02,0.05563202364429696,0.8455223143051248,3.484470086405477,0.8,0.8455223143051248,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404284635721265,13.830359006227283,14.691222968206498,0.005765166127555026,0.011114136361928033,0.014027830916994041,1.8101194621794519,1.8579786638440479,1.8721583212563746,0.7122379267549968,0.7183378177748149,0.7478008167907672,7.501654905708226,9.547408546635008,10.049016482161226,2629905664.425757,29250347008.035034,95861451944.35762
67,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141773279814199,4.71654163953783e-05,0.07820268418255272,False,31,31,620,589,31,0,0,-0.024691395384600384,-0.02451147471604341,-0.023515590680568514,0.02,0.02,0.02,0.05571394224607098,0.8469908502955912,3.4896501855562234,0.8,0.8469908502955912,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398507309796518,13.821784245294287,14.682161038977068,0.005762418641052437,0.011109143867938157,0.014021482391404588,1.8100383676452763,1.8579056707997514,1.8720833944790805,0.712300152445851,0.7184008483818217,0.7478592877739741,7.498130250522994,9.54238865094188,10.043757220675863,2629905664.425757,29250347008.035034,95861451944.35762
68,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913504241626738,4.719954604148757e-05,0.07824617774442344,False,0,31,620,589,0,0,31,-0.02465713794706857,-0.02445724470220122,-0.02335068300703278,0.02,0.02,0.02,0.05563255620086141,0.8455300330299754,3.4845521896363847,0.8,0.8455300330299754,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404327737482328,13.830423700093275,14.69129158747229,0.005765187117663556,0.01111417419913046,0.01402787847228397,1.8101200812737377,1.8579792260227392,1.8721588859309632,0.7122374557311368,0.7183373423961081,0.747800380704585,7.501681200340653,9.547446418457136,10.049056304862548,2366915097.9831815,26325312307.231533,86275306749.92186
69,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.051417661119360636,4.7167475376141965e-05,0.07820271744793128,False,31,31,620,589,31,0,0,-0.02465710592737762,-0.024457193977933535,-0.023350654585057917,0.02,0.02,0.02,0.05571452284551999,0.8469994292285673,3.489740614925285,0.8,0.8469994292285673,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398550131559624,13.821848509203123,14.68222919887287,0.005762439500432759,0.011109181470114863,0.014021529665109363,1.8100389837704207,1.8579062303308231,1.8720839566292051,0.7122996842496025,0.7184003758324571,0.7478588542508335,7.498156376451363,9.542426274433506,10.043796780301761,2366915097.9831815,26325312307.231533,86275306749.92186
70,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913552344648481,4.720564522042725e-05,0.07824621497997386,False,0,31,620,589,0,0,31,-0.024619042103866475,-0.024396938393478593,-0.023167423605970537,0.02,0.02,0.02,0.05563314794346119,0.8455386095872587,3.4846434198633816,0.8,0.8455386095872587,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404375630018794,13.830495584718575,14.69136783383389,0.005765210440784445,0.011114216241257125,0.014027931312688011,1.810120769171121,1.8579798506765717,1.8721595133593665,0.7122369323554406,0.7183368141817295,0.7477998961496493,7.501710417611843,9.547488499723464,10.049100553863088,2130223588.1848633,23692781076.50838,77647776074.92967
71,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.051417581466306594,4.716976155094699e-05,0.07820275441191593,False,31,31,620,589,31,0,0,-0.024619006517442085,-0.024396882011276926,-0.023167391851550773,0.02,0.02,0.02,0.05571516797048558,0.8470089615926542,3.4898410969079223,0.8,0.8470089615926542,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398597713169833,13.821919916374519,14.68230493511882,0.005762462678585605,0.011109223252609875,0.014021582193315809,1.8100396683738351,1.8579068520549402,1.872084581256466,0.71229916401362,0.7183998507597116,0.747858372541836,7.498185406385297,9.542468079939342,10.043840737168303,2130223588.1848633,23692781076.50838,77647776074.92967
72,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913605792755344,4.72124207505642e-05,0.07824625635399707,False,0,31,620,589,0,0,31,-0.024576713375229785,-0.024329931345190448,-0.02296380158994133,0.02,0.02,0.02,0.05563380545139208,0.8455481393377544,3.4847447922331094,0.8,0.8455481393377544,1.3,0.014542152579213808,0.0184420457528848,0.02,10.40442884603581,13.830575459675254,14.691452555387704,0.00576523635610666,0.01111426295691559,0.014027990027282403,1.8101215335156082,1.8579805447495423,1.8721602105145065,0.7122363508073201,0.7183362272573419,0.7477993577370827,7.501742882497227,9.547535258493479,10.049149721338697,1917201229.366377,21323502968.857544,69882998467.4367
73,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.051417492950612376,4.71722997936741e-05,0.07820279548603692,False,31,31,620,589,31,0,0,-0.024576673823660144,-0.024329868671258126,-0.022963766091847318,0.02,0.02,0.02,0.055715884793863704,0.8470195533753977,3.4899527496124207,0.8,0.8470195533753977,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398650583938645,13.821999261167967,14.682389090242236,0.0057624884332429065,0.01110926967877163,0.014021640559969527,1.8100404290663854,1.8579075428683451,1.872085275304154,0.7122985859515014,0.7183992673234572,0.7478578372890947,7.498217663256045,9.54251453250917,10.04388958026295,1917201229.366377,21323502968.857544,69882998467.4367
74,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913665179917454,4.721994746959002e-05,0.07824630232660279,False,0,31,620,589,0,0,31,-0.024529681437277986,-0.024255479021663227,-0.022737554338379654,0.02,0.02,0.02,0.055634536035703,0.8455587282486923,3.484857434929434,0.8,0.8455587282486923,1.3,0.014542152579213808,0.0184420457528848,0.02,10.40448797752108,13.83066421351727,14.691546694613542,0.0057652651521762025,0.011114314864854619,0.014028055267469985,1.8101223828104656,1.857981315957472,1.872160985153457,0.7122357046185819,0.7183355750950204,0.7477987594784434,7.501778956136118,9.547587214914069,10.049204354236913,1725481106.4297395,19191152671.97179,62894698620.69304
75,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141739458465211,4.7175117653841525e-05,0.07820284112768772,False,31,31,620,589,31,0,0,-0.024529637477389073,-0.024255409350576948,-0.02273751463006846,0.02,0.02,0.02,0.05571668128633532,0.847031322352651,3.490076815651547,0.8,0.847031322352651,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398709332093132,13.822087426360905,14.682482600551344,0.005762517050449133,0.01110932126583877,0.014021705414367876,1.8100412743008107,1.8579083104670253,1.8720860464927136,0.712297943632932,0.7183986190336707,0.7478572425384952,7.4982535059378606,9.542566148954656,10.043943853000144,1725481106.4297395,19191152671.97179,62894698620.69304
76,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913731166118902,4.7228308454827506e-05,0.07824635340908859,False,0,31,620,589,0,0,31,-0.02447742370715289,-0.02417275415891274,-0.022486167803129745,0.02,0.02,0.02,0.0556353478206711,0.8455704940747844,3.4849826017902092,0.8,0.8455704940747844,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404553682353729,13.830762833700364,14.69165129889708,0.005765297149436512,0.011114372542715722,0.014028127768475257,1.8101233264996912,1.8579821728815158,1.87216184587877,0.7122349866012632,0.7183348504404645,0.7477980947188942,7.501819039863568,9.54764494702546,10.04926506038312,1552932995.7867656,17272037404.774612,56605228758.62373
77,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141728527038847,4.71782456334946e-05,0.07820289184524787,False,31,31,620,589,31,0,0,-0.024477374845919053,-0.024172676705381525,-0.022486123354336782,0.02,0.02,0.02,0.055717566305195886,0.8470443994011746,3.4902146760398054,0.8,0.8470443994011746,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398774611346326,13.822185393009452,14.682586506594586,0.0057625488491242285,0.011109378588102589,0.014021777478896064,1.8100422134838507,1.8579091633755773,1.8720869033939251,0.7122972299118943,0.7183978986780104,0.7478565816732122,7.4982933332566795,9.542623503621403,10.044004159291124,1552932995.7867656,17272037404.774612,56605228758.62373
