k0,matlab_linear_index1,b_index0,a_index0,z_index0,b_index1,a_index1,z_index1,b,a,z,faces,g,p,mu_b,mu_a,ell_lower_b,ell_upper_b,ell_lower_a,ell_upper_a,ell_total,q,delta,r,weighted_outward_flux,pin
213,214,13,10,0,14,11,1,2.7894736842105257,5.263157894736842,0.8,interior,-6.491653424277081e-18,-1.2587693620481875e-18,1.9163606109354934,0.0743882377674227,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,3.710956608449759e-17,-0.0,0
214,215,14,10,0,15,11,1,3.1578947368421053,5.263157894736842,0.8,interior,-5.22390363142011e-18,-1.0129453024914341e-18,2.12562745840419,0.022171223749000324,0.0,0.0,0.0,0.0,0.0,4.996003610813204e-16,4.996003610813204e-16,9.220389608753892e-33,-0.0,0
215,216,15,10,0,16,11,1,3.526315789473684,5.263157894736842,0.8,interior,3.337809125164916e-06,6.472206059876568e-07,2.3243758119893663,-0.027970820010120356,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-2.0480991966812965e-21,0.0,0
216,217,16,10,0,17,11,1,3.894736842105263,5.263157894736842,0.8,interior,2.223995389532177e-05,4.312456433995911e-06,2.51453583631638,-0.07641621994247766,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,2.064642808932357e-21,0.0,0
217,218,17,10,0,18,11,1,4.263157894736842,5.263157894736842,0.8,interior,7.880227839979682e-05,1.5280220188326254e-05,2.697547399882181,-0.12345894626952536,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-4.3283383604694747e-19,0.0,0
218,219,18,10,0,19,11,1,4.63157894736842,5.263157894736842,0.8,interior,0.00021646296156369133,4.197342745002325e-05,2.8745316203682876,-0.16933673088092427,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,1.5178830414797062e-18,0.0,0
219,220,19,10,0,20,11,1,5.0,5.263157894736842,0.8,upper_b,0.022241648905450995,0.004312785106320138,0.431942244529516,-0.1708746214761292,0.0,1.172414663722972,0.0,0.0,1.172414663722972,-1.172414663722972,0.0,8.673617379884035e-18,0.005056372500135767,0
220,221,0,11,0,1,12,1,-2.0,5.789473684210526,0.8,lower_b,-7.663274442904302e-24,-1.4859534930839368e-24,0.07614415018221621,0.31894215685383087,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,1.6653345369377348e-16,-3.065009684272957e-39,-0.0,0
221,222,1,11,0,2,12,1,-1.631578947368421,5.789473684210526,0.8,interior,-3.100762034039659e-23,-6.0125579607417215e-24,-0.04778213284915367,0.3364136491732884,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-1.285696946211877e-39,-0.0,0
222,223,2,11,0,3,12,1,-1.263157894736842,5.789473684210526,0.8,interior,-8.73608602555217e-23,-1.6939778996915564e-23,-0.06911565303519929,0.34998488264160615,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,1.2673298469802787e-38,-0.0,0
223,224,3,11,0,4,12,1,-0.8947368421052633,5.789473684210526,0.8,interior,-2.4977418039836116e-22,-4.8432666559239007e-23,-0.07498775843335714,0.3642304507166323,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,-5.804003357185045e-38,-0.0,0
224,225,4,11,0,5,12,1,-0.5263157894736843,5.789473684210526,0.8,interior,-6.624667406038344e-22,-1.2845615468772412e-22,-0.08031277119830982,0.38332427037045924,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-2.0718087933242817e-37,-0.0,0
225,226,5,11,0,6,12,1,-0.1578947368421053,5.789473684210526,0.8,interior,-1.4350039166420285e-21,-2.782556071051025e-22,-0.09412294456840797,0.40496702347933067,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,1.365924671704809e-23,-0.0,0
226,227,6,11,0,7,12,1,0.21052631578947345,5.789473684210526,0.8,interior,-7.199745619400031e-22,-1.3960725577783995e-22,-0.3171996147648368,0.40496702347933067,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-6.171345341817009e-38,-0.0,0
227,228,7,11,0,8,12,1,0.5789473684210527,5.789473684210526,0.8,interior,-3.342956830845427e-22,-6.482187760642103e-23,-0.42124019131046353,0.40496702347933067,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-16,-1.6653345369377348e-16,7.052966104933725e-38,-0.0,0
228,229,8,11,0,9,12,1,0.9473684210526314,5.789473684210526,0.8,interior,-4.0200699211851723e-22,-7.795149431661e-23,0.21317042898330918,0.15126164314009527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.640713280344869e-38,-0.0,0
229,230,9,11,0,10,12,1,1.3157894736842102,5.789473684210526,0.8,interior,7.404927860392109e-20,1.4358585878876665e-20,1.0468981228652527,0.2510670820830748,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-4.439953489518524e-19,0.0,0
230,231,10,11,0,11,12,1,1.6842105263157894,5.789473684210526,0.8,interior,1.3311205361204728e-20,2.5811201531421912e-21,1.3213944953111447,0.18586358410315465,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0
231,232,11,11,0,12,12,1,2.052631578947368,5.789473684210526,0.8,interior,6.318871774201266e-17,1.2252659949974754e-17,1.5688883768006399,0.125156258922122,0.0,0.0,0.0,0.0,0.0,3.885780586188048e-16,3.885780586188048e-16,-3.0469067330234466e-16,0.0,0
232,233,12,11,0,13,12,1,2.421052631578947,5.789473684210526,0.8,interior,5.054993720163547e-17,9.801926881203554e-18,1.7974943712158433,0.0674923968887376,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,2.590375775200832e-32,0.0,0
233,234,13,11,0,14,12,1,2.7894736842105257,5.789473684210526,0.8,interior,3.090323227070306e-17,5.992316506784528e-18,2.011816609806459,0.0122687422441633,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-16,5.551115123125783e-16,5.4170425147055276e-17,0.0,0
234,235,14,11,0,15,12,1,3.1578947368421053,5.789473684210526,0.8,interior,1.885377311975105e-17,3.655856283608237e-18,2.2148637352244185,-0.04096377674252444,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,2.809887413150662e-17,0.0,0
235,236,15,11,0,16,12,1,3.526315789473684,5.789473684210526,0.8,interior,0.0001269507896122073,2.4616496600705015e-05,2.4087341045579054,-0.0925456817603118,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-2.8079142201480056e-19,0.0,0
236,237,16,11,0,17,12,1,3.894736842105263,5.789473684210526,0.8,interior,0.0005205740053717497,0.00010094232791141961,2.594965958243039,-0.1427425559589126,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-2.382703680626347e-18,0.0,0
237,238,17,11,0,18,12,1,4.263157894736842,5.789473684210526,0.8,interior,0.0012876073435188248,0.00024967455414492447,2.774733594356129,-0.1917689584144724,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-3.45284510618743e-17,0.0,0
238,239,18,11,0,19,12,1,4.63157894736842,5.789473684210526,0.8,interior,0.0025082589760591577,0.00048636600643806385,2.948965191352676,-0.23980458288283346,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-16,-6.106226635438361e-16,-1.872959252968709e-17,0.0,0
239,240,19,11,0,20,12,1,5.0,5.789473684210526,0.8,upper_b,0.08083663432994471,0.0156746936373854,0.5116515139711364,-0.24165348415249932,0.0,1.3887683950645129,0.0,0.0,1.3887683950645129,-1.388768395064513,-2.220446049250313e-16,1.9081958235744878e-17,0.021768519125919657,0
240,241,0,12,0,1,13,1,-2.0,6.315789473684211,0.8,lower_b,-3.700126407374019e-24,-7.174760346708624e-25,0.17120172102436726,0.24434284569259485,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,8.609577764811676e-40,-0.0,0
241,242,1,12,0,2,13,1,-1.631578947368421,6.315789473684211,0.8,interior,-2.2257065955690195e-23,-4.3157745620451905e-24,0.05475974976003428,0.26000836947349015,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-4.821363548294539e-40,-0.0,0
242,243,2,12,0,3,13,1,-1.263157894736842,6.315789473684211,0.8,interior,-6.373455149243108e-23,-1.2358500289391069e-23,0.04500107018898447,0.2725251967286694,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-3.03057137321371e-39,-0.0,0
243,244,3,12,0,4,13,1,-0.8947368421052633,6.315789473684211,0.8,interior,-1.8021793207666362e-22,-3.4945305388826743e-23,0.049269596489992296,0.28725981742254314,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-1.3224311446750734e-38,-0.0,0
244,245,4,12,0,5,13,1,-0.5263157894736843,6.315789473684211,0.8,interior,-5.479575602263505e-22,-1.0625215849264416e-22,0.04856242033842051,0.3114034625214842,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,1.0285575569695016e-37,-0.0,0
245,246,5,12,0,6,13,1,-0.1578947368421053,6.315789473684211,0.8,interior,-1.1826674759767408e-21,-2.293261033749913e-22,-0.02080134812907808,0.3966289474221298,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,6.879073692595803e-25,-0.0,0
246,247,6,12,0,7,13,1,0.21052631578947345,6.315789473684211,0.8,interior,-3.909668954143434e-22,-7.58107553435015e-23,-0.15173771629668664,0.3761853602665435,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,1.2048817095928447e-37,-0.0,0
247,248,7,12,0,8,13,1,0.5789473684210527,6.315789473684211,0.8,interior,-2.5474701471619963e-22,-4.939692806131295e-23,0.14140482962115541,0.1921649638850698,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-7.640713280344869e-38,-0.0,0
248,249,8,12,0,9,13,1,0.9473684210526314,6.315789473684211,0.8,interior,2.9619711441568435e-19,5.743434351550666e-20,0.8721113684668662,0.3305702923310557,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-16,-2.7755575615628914e-16,4.995537108141208e-19,0.0,0
249,250,9,12,0,10,13,1,1.3157894736842102,6.315789473684211,0.8,interior,5.38884344029706e-19,1.0449280909163276e-19,1.21364297464525,0.1624126322203054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
250,251,10,12,0,11,13,1,1.6842105263157894,6.315789473684211,0.8,interior,6.8408090456524195e-19,1.3264726681320482e-19,1.465465244600539,0.10158608867179986,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,1.6653345369377348e-16,3.851859888774472e-34,0.0,0
251,252,11,12,0,12,13,1,2.052631578947368,6.315789473684211,0.8,interior,3.821672087343356e-18,7.410444490693488e-19,1.6973374432685837,0.04316092591484172,0.0,0.0,0.0,0.0,0.0,4.996003610813204e-16,4.996003610813204e-16,-7.703719777548943e-34,0.0,0
252,253,12,12,0,13,13,1,2.421052631578947,6.315789473684211,0.8,interior,4.633244604712421e-18,8.984130812461759e-19,1.9143355131844348,-0.01329155325688891,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-16,-6.106226635438361e-16,5.585196838722984e-33,0.0,0
253,254,13,12,0,14,13,1,2.7894736842105257,6.315789473684211,0.8,interior,-9.320335866946867e-17,-1.8072673426212762e-17,2.11967786360253,-0.06809819004341205,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,5.60494557178357e-16,-0.0,0
254,255,14,12,0,15,13,1,3.1578947368421053,6.315789473684211,0.8,interior,-8.553894782442777e-17,-1.658649957814389e-17,2.3155700652135174,-0.12152327423265491,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,2.311115933264683e-33,-0.0,0
255,256,15,12,0,16,13,1,3.526315789473684,6.315789473684211,0.8,interior,0.002706721942085943,0.0005248491300443658,2.5036083069497597,-0.17378137346685035,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,1.836367429647323e-18,0.0,0
256,257,16,12,0,17,13,1,3.894736842105263,6.315789473684211,0.8,interior,0.007358836624390701,0.0014269212291062301,2.684998164776127,-0.22504992118372796,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-16,-6.106226635438361e-16,-2.653584817158272e-16,0.0,0
257,258,17,12,0,18,13,1,4.263157894736842,6.315789473684211,0.8,interior,0.01321109881743216,0.002561708911967455,2.860683084535216,-0.2754790308153668,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-7.562310153086393e-18,0.0,0
258,259,18,12,0,19,13,1,4.63157894736842,6.315789473684211,0.8,interior,0.01961825618847259,0.003804093997764768,3.031424991592428,-0.32519869328823686,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-16,-6.106226635438361e-16,-3.187554387107383e-17,0.0,0
259,260,19,12,0,20,13,1,5.0,6.315789473684211,0.8,upper_b,0.23680999733142952,0.045918836047645614,0.6003446697188402,-0.32755093710606414,0.0,1.629506960665423,0.0,0.0,1.629506960665423,-1.6295069606654236,-4.440892098500626e-16,1.5265566588595902e-16,0.07482506296529287,0
260,261,0,13,0,1,14,1,-2.0,6.842105263157895,0.8,lower_b,-1.2576796806524e-24,-2.43871406220687e-25,0.27297343204125113,0.15744831323205322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.77831565947048e-40,-0.0,0
261,262,1,13,0,2,14,1,-1.631578947368421,6.842105263157895,0.8,interior,-1.0683254727100921e-23,-2.071545237942007e-24,0.17211486974993484,0.17060698699219018,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-4.591774807899561e-41,-0.0,0
262,263,2,13,0,3,14,1,-1.263157894736842,6.842105263157895,0.8,interior,-3.2993581784661164e-23,-6.3976474374689244e-24,0.17789534397871343,0.181731659988618,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,6.015224998348424e-39,-0.0,0
263,264,3,13,0,4,14,1,-0.8947368421052633,6.842105263157895,0.8,interior,-9.281044681294941e-23,-1.799648553159684e-23,0.19764845370434259,0.19607011052637652,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,3.8203566401724344e-38,-0.0,0
264,265,4,13,0,5,14,1,-0.5263157894736843,6.842105263157895,0.8,interior,-2.8259575086485656e-22,-5.479696000149573e-23,0.21502094906422542,0.21967732241565924,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,5.987674349501027e-38,-0.0,0
265,266,5,13,0,6,14,1,-0.1578947368421053,6.842105263157895,0.8,interior,-8.026233491761253e-22,-1.5563333640534286e-22,0.17949993760190708,0.2710136175904059,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,6.694133424707087e-24,-0.0,0
266,267,6,13,0,7,14,1,0.21052631578947345,6.842105263157895,0.8,interior,-5.024597303558366e-22,-9.742986461193508e-23,0.23960174773772636,0.197712938327622,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-1.6456920911512025e-37,-0.0,0
267,268,7,13,0,8,14,1,0.5789473684210527,6.842105263157895,0.8,interior,1.1847884576627374e-18,2.2973737406202664e-19,0.8291179847381454,0.2203974774541272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.097057247061003e-18,0.0,0
268,269,8,13,0,9,14,1,0.9473684210526314,6.842105263157895,0.8,interior,1.647596448937244e-18,3.194785358050058e-19,1.1292106954890162,0.12241482808526477,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-16,-2.7755575615628914e-16,-2.7425427986376187e-18,0.0,0
269,270,9,13,0,10,14,1,1.3157894736842102,6.842105263157895,0.8,interior,1.4684903987740902e-18,2.8474883078721974e-19,1.385748696653252,0.055131800771652306,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,-2.220446049250313e-16,6.7407548053553255e-34,0.0,0
270,271,10,13,0,11,14,1,1.6842105263157894,6.842105263157895,0.8,interior,1.5227609223993867e-18,2.952722010192717e-19,1.6189678118032553,-0.0028407369855950604,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,1.2518544638517033e-33,0.0,0
271,272,11,13,0,12,14,1,2.052631578947368,6.842105263157895,0.8,interior,1.6734453875179275e-18,3.2449079536358707e-19,1.8368165252049362,-0.05936122600950794,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-4.81482486096809e-34,0.0,0
272,273,12,13,0,13,14,1,2.421052631578947,6.842105263157895,0.8,interior,1.8291043603930387e-18,3.546739756994812e-19,2.0427718078381503,-0.11465252372916329,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-9.62964972193618e-34,0.0,0
273,274,13,13,0,14,14,1,2.7894736842105257,6.842105263157895,0.8,interior,-1.5082603896975325e-16,-2.9246046337625287e-17,2.2391537051125514,-0.16890796336343278,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,1.0327472328338905e-15,-0.0,0
274,275,14,13,0,15,14,1,3.1578947368421053,6.842105263157895,0.8,interior,-1.2378633655660919e-16,-2.4002890745048873e-17,2.4276093857140086,-0.22229082979192466,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-4.3140830754274083e-32,-0.0,0
275,276,15,13,0,16,14,1,3.526315789473684,6.842105263157895,0.8,interior,0.03861101043119723,0.007486899529595031,2.609364991630481,-0.2749396704974936,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-2.699663409488906e-17,0.0,0
276,277,16,13,0,17,14,1,3.894736842105263,6.842105263157895,0.8,interior,0.06561398431404064,0.012722933246489876,2.7853684208013663,-0.32697404835120286,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-16,-6.106226635438361e-16,1.3010426069826053e-16,0.0,0
277,278,17,13,0,18,14,1,4.263157894736842,6.842105263157895,0.8,interior,0.08356844641954572,0.016204407892986706,2.956376362318843,-0.3784993820370732,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-16,-6.106226635438361e-16,4.466912950640278e-17,0.0,0
278,279,18,13,0,19,14,1,4.63157894736842,6.842105263157895,0.8,interior,0.09454462669073732,0.018332753097926906,3.1230108351249983,-0.42961092137384277,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-16,-6.106226635438361e-16,7.025630077706069e-17,0.0,0
279,280,19,13,0,20,14,1,5.0,6.842105263157895,0.8,upper_b,0.5076407163911283,0.09843448794287807,0.700022349347865,-0.4328611054099499,0.0,1.9000606625156333,0.0,0.0,1.9000606625156333,-1.9000606625156335,-2.220446049250313e-16,1.1102230246251565e-16,0.18703149837513203,0
280,281,0,14,0,1,15,1,-2.0,7.368421052631579,0.8,lower_b,-2.5732920034925077e-25,-4.9897628876586024e-26,0.3770122024967719,0.06313696438042615,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,6.457183323608757e-42,-0.0,0
281,282,1,14,0,2,15,1,-1.631578947368421,7.368421052631579,0.8,interior,-2.9192752387338737e-24,-5.660644507240198e-25,0.30197341147076173,0.07262898086952269,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-3.5873240686715317e-40,-0.0,0
282,283,2,14,0,3,15,1,-1.263157894736842,7.368421052631579,0.8,interior,-1.012012507450685e-23,-1.9623511224805527e-24,0.3282927105925264,0.08093829996574786,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-2.1351752856732957e-39,-0.0,0
283,284,3,14,0,4,15,1,-0.8947368421052633,7.368421052631579,0.8,interior,-2.762399149543499e-23,-5.3564526445441805e-24,0.39999052412342806,0.09220821841427573,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,1.0101904577379033e-39,-0.0,0
284,285,4,14,0,5,15,1,-0.5263157894736843,7.368421052631579,0.8,interior,-8.875614530147909e-23,-1.7210332883943315e-23,0.45823881253428134,0.1094246032269261,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,9.209444799008357e-24,-0.0,0
285,286,5,14,0,6,15,1,-0.1578947368421053,7.368421052631579,0.8,interior,-2.619470660784765e-22,-5.079305990441373e-23,0.5227510018120096,0.13654660598191115,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-16,-1.6653345369377348e-16,2.938735877055719e-39,-0.0,0
286,287,6,14,0,7,15,1,0.21052631578947345,7.368421052631579,0.8,interior,7.898589717751582e-18,1.5315824937468443e-18,0.7676140297080547,0.12290968205655756,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-16,-2.7755575615628914e-16,-2.0977183366643416e-17,0.0,0
287,288,7,14,0,8,15,1,0.5789473684210527,7.368421052631579,0.8,interior,5.017997797310084e-18,9.730189634673293e-19,1.0638844492582837,0.055920731531677315,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,4.237045877651919e-33,0.0,0
288,289,8,14,0,9,15,1,0.9473684210526314,7.368421052631579,0.8,interior,3.800931151256281e-18,7.370226609084201e-19,1.3222079150057748,-0.008149251497895915,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-16,-1.6653345369377348e-16,5.612448120118214e-20,0.0,0
289,290,9,14,0,10,15,1,1.3157894736842102,7.368421052631579,0.8,interior,4.443331499350393e-18,8.61587825358802e-19,1.556920553861751,-0.06689276371765818,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-1.5407439555097887e-33,0.0,0
290,291,10,14,0,11,15,1,1.6842105263157894,7.368421052631579,0.8,interior,4.756604393833282e-18,9.223332619621323e-19,1.7752540424977337,-0.12346765896293466,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-16,-6.106226635438361e-16,-1.5407439555097887e-33,0.0,0
291,292,11,14,0,12,15,1,2.052631578947368,7.368421052631579,0.8,interior,4.7072801744081576e-18,9.127690088880084e-19,1.9812561940906548,-0.17908439624661066,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-1.5407439555097887e-33,0.0,0
292,293,12,14,0,13,15,1,2.421052631578947,7.368421052631579,0.8,interior,5.124812173255708e-18,9.937308923210515e-19,2.1774534648635715,-0.23391351303600316,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,9.06496177428055e-20,0.0,0
293,294,13,14,0,14,15,1,2.7894736842105257,7.368421052631579,0.8,interior,5.5495448278177815e-18,1.0760890247846114e-18,2.3656008168054354,-0.28810415924133925,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-5.058560296049029e-18,0.0,0
294,295,14,14,0,15,15,1,3.1578947368421053,7.368421052631579,0.8,interior,6.573170411643621e-18,1.274575980097101e-18,2.5469780100480452,-0.3417822041324452,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-9.966472608612322e-18,0.0,0
295,296,15,14,0,16,15,1,3.526315789473684,7.368421052631579,0.8,interior,0.4079691365864721,0.0791075888117813,2.7225593230435896,-0.39505647060098636,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-16,-6.106226635438361e-16,-3.4540415243199343,0.0,1
296,297,16,14,0,17,15,1,3.894736842105263,7.368421052631579,0.8,interior,0.33418959318167474,0.06480130615711145,2.8931127472333893,-0.44802324854682163,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-16,-6.106226635438361e-16,-5.360295540768334e-16,0.0,0
297,298,17,14,0,18,15,1,4.263157894736842,7.368421052631579,0.8,interior,0.27445394262394995,0.05321821602126454,3.0592616873196183,-0.5007694268950961,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-16,-6.106226635438361e-16,1.156193196738542e-15,0.0,0
298,299,18,14,0,19,15,1,4.63157894736842,7.368421052631579,0.8,interior,0.22588004138857307,0.043799454008864584,3.2215259794208997,-0.5533749758609446,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-16,-6.106226635438361e-16,-9.280770596475918e-16,0.0,0
299,300,19,14,0,20,15,1,5.0,7.368421052631579,0.8,upper_b,0.623169115609977,0.12083611660027256,0.8099512824138131,-0.5582329431201879,0.0,2.198439195123207,0.0,0.0,2.198439195123207,-2.198439195123207,0.0,-2.220446049250313e-16,0.2656508549205172,0
300,301,0,15,0,1,16,1,-2.0,7.894736842105263,0.8,lower_b,-2.126382747932865e-26,-4.1231798436371345e-27,0.48323335475772744,-0.039061070969966694,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,5.476004387267433e-27,-0.0,0
301,302,1,15,0,2,16,1,-1.631578947368421,7.894736842105263,0.8,interior,-2.611427893677551e-25,-5.0637105971586857e-26,0.4448178702657142,-0.03374666451351682,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,-1.4470020778487665e-26,-0.0,0
302,303,2,15,0,3,16,1,-1.263157894736842,7.894736842105263,0.8,interior,-1.0279108541948648e-24,-1.9931789416520923e-25,0.5306478241277972,-0.028151082359459734,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,-6.937667404262607e-27,-0.0,0
303,304,3,15,0,4,16,1,-0.8947368421052633,7.894736842105263,0.8,interior,-2.941197921921394e-24,-5.70315386522154e-25,0.6063759777511475,-0.019829338068931834,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-16,-1.6653345369377348e-16,-4.412644597782248e-25,-0.0,0
304,305,4,15,0,5,16,1,-0.5263157894736843,7.894736842105263,0.8,interior,-9.039218579580211e-24,-1.7527570652925616e-24,0.6913356639614303,-0.008576494067754625,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,-3.1229450894552114e-24,-0.0,0
305,306,5,15,0,6,16,1,-0.1578947368421053,7.894736842105263,0.8,interior,2.8618166022950943e-19,5.549228868716249e-20,0.7849006604860538,0.006384128724274407,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,4.8224087782430544e-23,0.0,0
306,307,6,15,0,7,16,1,0.21052631578947345,7.894736842105263,0.8,interior,-6.713801260088845e-18,-1.3018451196848176e-18,1.0019368331135237,-0.02234455951313974,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-16,-1.6653345369377348e-16,2.5857603356079986e-17,-0.0,0
307,308,7,15,0,8,16,1,0.5789473684210527,7.894736842105263,0.8,interior,-3.4177460702872372e-18,-6.627208446540349e-19,1.265350764036242,-0.08346872345553358,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-16,-1.6653345369377348e-16,9.62964972193618e-35,-0.0,0
308,309,8,15,0,9,16,1,0.9473684210526314,7.894736842105263,0.8,interior,-1.287809774451013e-18,-2.4971380668025186e-19,1.5026431963506663,-0.14293996564440703,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,6.7407548053553255e-34,-0.0,0
309,310,9,15,0,10,16,1,1.3157894736842102,7.894736842105263,0.8,interior,-9.425856088957455e-19,-1.8277283274986755e-19,1.7223087639147376,-0.20063094252304348,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-1.1336252246694976e-17,-0.0,0
